Ticket ID,Ticket Type,Ticket Priority,Ticket Status,Ticket Channel,Cluster,Country,Average_First_Response_Minutes,Customer Satisfaction Rating
641,Technical issue,Low,Closed,Email,Hardware issue,Other,30,1.0
642,Billing inquiry,Critical,Pending Customer Response,Chat,Peripheral compatibility,Germany,30,0.0
643,Billing inquiry,High,Closed,Phone,Display issue,Other,30,2.0
644,Cancellation request,Critical,Closed,Email,Network problem,India,30,5.0
645,Refund request,Medium,Closed,Social media,Refund request,UK,30,1.0
646,Refund request,Low,Pending Customer Response,Email,Refund request,UK,30,0.0
647,Cancellation request,Medium,Open,Phone,Peripheral compatibility,Germany,30,0.0
648,Product inquiry,Low,Open,Chat,Installation support,USA,30,0.0
649,Refund request,Medium,Closed,Phone,Cancellation request,Other,30,3.0
650,Technical issue,Critical,Open,Email,Network problem,India,30,0.0
651,Technical issue,High,Pending Customer Response,Social media,Installation support,USA,30,0.0
652,Product inquiry,High,Open,Social media,Product recommendation,Other,30,0.0
653,Cancellation request,Low,Pending Customer Response,Chat,Installation support,USA,30,0.0
654,Billing inquiry,Critical,Pending Customer Response,Social media,Display issue,Other,30,0.0
655,Refund request,High,Closed,Email,Software bug,Other,30,1.0
656,Refund request,High,Open,Phone,Software bug,Other,30,0.0
657,Refund request,Critical,Closed,Email,Product recommendation,Other,30,1.0
658,Technical issue,High,Closed,Social media,Cancellation request,Other,30,2.0
659,Product inquiry,Low,Pending Customer Response,Email,Refund request,UK,30,0.0
660,Refund request,Medium,Open,Email,Product setup,USA,30,0.0
661,Product inquiry,Medium,Pending Customer Response,Phone,Data loss,Germany,30,0.0
662,Technical issue,Medium,Open,Social media,Battery life,Japan,30,0.0
663,Billing inquiry,High,Closed,Social media,Data loss,Germany,30,4.0
664,Product inquiry,Medium,Open,Chat,Refund request,UK,30,0.0
665,Product inquiry,Low,Closed,Social media,Product setup,USA,30,3.0
666,Cancellation request,Medium,Closed,Social media,Installation support,USA,30,2.0
667,Technical issue,Critical,Open,Phone,Display issue,Other,30,0.0
668,Refund request,Critical,Pending Customer Response,Email,Account access,UK,30,0.0
669,Technical issue,Low,Open,Phone,Peripheral compatibility,Germany,30,0.0
670,Cancellation request,Low,Open,Social media,Product recommendation,Other,30,0.0
671,Product inquiry,Medium,Closed,Phone,Delivery problem,Other,30,5.0
672,Technical issue,Low,Pending Customer Response,Chat,Product setup,USA,30,0.0
673,Product inquiry,Medium,Open,Phone,Product recommendation,Other,30,0.0
674,Product inquiry,Medium,Closed,Email,Software bug,Other,30,1.0
675,Product inquiry,High,Open,Email,Product setup,USA,30,0.0
676,Product inquiry,High,Open,Social media,Data loss,Germany,30,0.0
677,Refund request,Medium,Open,Social media,Peripheral compatibility,Germany,30,0.0
678,Technical issue,High,Pending Customer Response,Email,Hardware issue,Other,30,0.0
679,Cancellation request,Medium,Closed,Social media,Refund request,UK,30,3.0
680,Technical issue,Critical,Closed,Phone,Display issue,Other,30,5.0
681,Billing inquiry,Low,Open,Phone,Cancellation request,Other,30,0.0
682,Product inquiry,Low,Open,Email,Product setup,USA,30,0.0
683,Refund request,Low,Open,Email,Cancellation request,Other,30,0.0
684,Product inquiry,Critical,Closed,Email,Product setup,USA,30,3.0
685,Technical issue,Critical,Closed,Chat,Data loss,Germany,30,3.0
686,Billing inquiry,High,Pending Customer Response,Phone,Product compatibility,Other,30,0.0
687,Refund request,Medium,Pending Customer Response,Social media,Display issue,Other,30,0.0
688,Technical issue,Medium,Open,Email,Payment issue,UK,30,0.0
689,Product inquiry,Medium,Closed,Phone,Peripheral compatibility,Germany,30,2.0
690,Product inquiry,Medium,Pending Customer Response,Email,Hardware issue,Other,30,0.0
691,Billing inquiry,Medium,Closed,Email,Display issue,Other,30,4.0
692,Product inquiry,High,Closed,Social media,Software bug,Other,30,1.0
693,Cancellation request,Critical,Pending Customer Response,Chat,Hardware issue,Other,30,0.0
694,Product inquiry,Medium,Open,Phone,Network problem,India,30,0.0
695,Refund request,Medium,Pending Customer Response,Email,Payment issue,UK,30,0.0
696,Cancellation request,Low,Open,Social media,Hardware issue,Other,30,0.0
697,Cancellation request,High,Pending Customer Response,Social media,Product compatibility,Other,30,0.0
698,Billing inquiry,Critical,Closed,Social media,Refund request,UK,30,5.0
699,Refund request,Low,Pending Customer Response,Chat,Delivery problem,Other,30,0.0
700,Cancellation request,Medium,Closed,Email,Peripheral compatibility,Germany,30,1.0
701,Product inquiry,Critical,Open,Email,Hardware issue,Other,30,0.0
702,Technical issue,Critical,Closed,Chat,Delivery problem,Other,30,5.0
703,Product inquiry,High,Pending Customer Response,Phone,Cancellation request,Other,30,0.0
704,Product inquiry,High,Closed,Chat,Refund request,UK,30,2.0
705,Refund request,High,Closed,Chat,Hardware issue,Other,30,3.0
706,Product inquiry,High,Open,Phone,Payment issue,UK,30,0.0
707,Technical issue,High,Pending Customer Response,Email,Payment issue,UK,30,0.0
708,Cancellation request,Critical,Closed,Email,Payment issue,UK,30,5.0
709,Product inquiry,Low,Open,Email,Peripheral compatibility,Germany,30,0.0
710,Billing inquiry,Critical,Pending Customer Response,Email,Hardware issue,Other,30,0.0
711,Refund request,Critical,Pending Customer Response,Email,Software bug,Other,30,0.0
712,Technical issue,High,Closed,Phone,Delivery problem,Other,30,2.0
713,Product inquiry,High,Closed,Email,Product recommendation,Other,30,1.0
714,Billing inquiry,Low,Open,Social media,Refund request,UK,30,0.0
715,Refund request,Critical,Closed,Chat,Data loss,Germany,30,5.0
716,Refund request,High,Open,Chat,Software bug,Other,30,0.0
717,Technical issue,Critical,Open,Chat,Cancellation request,Other,30,0.0
718,Technical issue,Low,Closed,Phone,Peripheral compatibility,Germany,30,2.0
719,Product inquiry,Critical,Open,Social media,Cancellation request,Other,30,0.0
720,Cancellation request,Critical,Open,Chat,Cancellation request,Other,30,0.0
721,Billing inquiry,Critical,Closed,Phone,Installation support,USA,30,1.0
722,Billing inquiry,Low,Pending Customer Response,Chat,Product setup,USA,30,0.0
723,Technical issue,Medium,Closed,Email,Battery life,Japan,30,1.0
724,Technical issue,Low,Open,Chat,Payment issue,UK,30,0.0
725,Technical issue,Low,Open,Phone,Payment issue,UK,30,0.0
726,Refund request,Low,Open,Phone,Refund request,UK,30,0.0
727,Refund request,Medium,Pending Customer Response,Phone,Data loss,Germany,30,0.0
728,Cancellation request,Critical,Open,Social media,Delivery problem,Other,30,0.0
729,Cancellation request,High,Closed,Social media,Delivery problem,Other,30,2.0
730,Technical issue,Low,Closed,Chat,Hardware issue,Other,30,4.0
731,Product inquiry,Low,Open,Phone,Software bug,Other,30,0.0
732,Cancellation request,Low,Pending Customer Response,Chat,Network problem,India,30,0.0
733,Refund request,Critical,Pending Customer Response,Social media,Hardware issue,Other,30,0.0
734,Cancellation request,Medium,Closed,Chat,Peripheral compatibility,Germany,30,4.0
735,Technical issue,Critical,Closed,Chat,Product recommendation,Other,30,2.0
736,Cancellation request,High,Closed,Chat,Hardware issue,Other,30,1.0
737,Billing inquiry,High,Open,Phone,Network problem,India,30,0.0
738,Product inquiry,Low,Pending Customer Response,Email,Display issue,Other,30,0.0
739,Technical issue,High,Open,Chat,Battery life,Japan,30,0.0
740,Billing inquiry,Medium,Pending Customer Response,Social media,Product recommendation,Other,30,0.0
741,Technical issue,Critical,Closed,Email,Peripheral compatibility,Germany,30,1.0
742,Cancellation request,Critical,Open,Chat,Account access,UK,30,0.0
743,Technical issue,Critical,Open,Social media,Delivery problem,Other,30,0.0
744,Cancellation request,Critical,Closed,Email,Refund request,UK,30,4.0
745,Refund request,Low,Pending Customer Response,Social media,Installation support,USA,30,0.0
746,Cancellation request,Medium,Pending Customer Response,Phone,Account access,UK,30,0.0
747,Technical issue,High,Closed,Phone,Peripheral compatibility,Germany,30,3.0
748,Billing inquiry,Low,Pending Customer Response,Social media,Product setup,USA,30,0.0
749,Technical issue,Critical,Closed,Email,Network problem,India,30,2.0
750,Cancellation request,Critical,Open,Social media,Product compatibility,Other,30,0.0
751,Technical issue,Critical,Pending Customer Response,Social media,Delivery problem,Other,30,0.0
752,Cancellation request,Medium,Open,Social media,Battery life,Japan,30,0.0
753,Cancellation request,Critical,Closed,Phone,Product compatibility,Other,30,5.0
754,Billing inquiry,Low,Open,Social media,Payment issue,UK,30,0.0
755,Product inquiry,Medium,Closed,Phone,Payment issue,UK,30,4.0
756,Refund request,High,Closed,Chat,Installation support,USA,30,2.0
757,Refund request,Low,Open,Social media,Product recommendation,Other,30,0.0
758,Cancellation request,Medium,Pending Customer Response,Phone,Battery life,Japan,30,0.0
759,Product inquiry,Medium,Open,Phone,Delivery problem,Other,30,0.0
760,Refund request,Low,Pending Customer Response,Social media,Hardware issue,Other,30,0.0
761,Technical issue,Critical,Closed,Social media,Product setup,USA,30,1.0
762,Refund request,High,Pending Customer Response,Social media,Hardware issue,Other,30,0.0
763,Cancellation request,Medium,Pending Customer Response,Chat,Delivery problem,Other,30,0.0
764,Product inquiry,Medium,Closed,Social media,Cancellation request,Other,30,5.0
765,Billing inquiry,Medium,Closed,Email,Product recommendation,Other,30,1.0
766,Refund request,Critical,Closed,Chat,Payment issue,UK,30,5.0
767,Product inquiry,Medium,Open,Social media,Data loss,Germany,30,0.0
768,Cancellation request,Low,Pending Customer Response,Phone,Refund request,UK,30,0.0
769,Product inquiry,Medium,Open,Social media,Data loss,Germany,30,0.0
770,Product inquiry,High,Closed,Chat,Hardware issue,Other,30,4.0
771,Technical issue,Low,Pending Customer Response,Chat,Account access,UK,30,0.0
772,Billing inquiry,Medium,Pending Customer Response,Phone,Delivery problem,Other,30,0.0
773,Cancellation request,Medium,Closed,Chat,Account access,UK,30,5.0
774,Technical issue,Low,Open,Email,Product recommendation,Other,30,0.0
775,Billing inquiry,Medium,Open,Chat,Product setup,USA,30,0.0
776,Billing inquiry,Low,Open,Email,Installation support,USA,30,0.0
777,Cancellation request,Critical,Closed,Chat,Product compatibility,Other,30,5.0
778,Cancellation request,Medium,Open,Phone,Product compatibility,Other,30,0.0
779,Cancellation request,Low,Open,Social media,Installation support,USA,30,0.0
780,Billing inquiry,Critical,Open,Chat,Hardware issue,Other,30,0.0
781,Refund request,Low,Closed,Phone,Display issue,Other,30,4.0
782,Technical issue,Medium,Open,Phone,Hardware issue,Other,30,0.0
783,Cancellation request,High,Open,Social media,Product recommendation,Other,30,0.0
784,Refund request,Critical,Pending Customer Response,Social media,Network problem,India,30,0.0
785,Technical issue,Low,Pending Customer Response,Social media,Product compatibility,Other,30,0.0
786,Billing inquiry,Critical,Pending Customer Response,Chat,Account access,UK,30,0.0
787,Refund request,Critical,Closed,Phone,Product recommendation,Other,30,1.0
788,Product inquiry,Critical,Pending Customer Response,Email,Product compatibility,Other,30,0.0
789,Product inquiry,Critical,Open,Chat,Product recommendation,Other,30,0.0
790,Billing inquiry,Critical,Open,Email,Payment issue,UK,30,0.0
791,Product inquiry,High,Closed,Phone,Product recommendation,Other,30,4.0
792,Cancellation request,Critical,Closed,Email,Software bug,Other,30,3.0
793,Technical issue,Critical,Pending Customer Response,Email,Product compatibility,Other,30,0.0
794,Product inquiry,Critical,Pending Customer Response,Social media,Peripheral compatibility,Germany,30,0.0
795,Billing inquiry,Low,Open,Email,Product compatibility,Other,30,0.0
796,Refund request,Critical,Closed,Chat,Product recommendation,Other,30,1.0
797,Technical issue,High,Pending Customer Response,Email,Cancellation request,Other,30,0.0
798,Refund request,Critical,Pending Customer Response,Chat,Account access,UK,30,0.0
799,Product inquiry,High,Closed,Social media,Peripheral compatibility,Germany,30,3.0
800,Refund request,Low,Pending Customer Response,Email,Account access,UK,30,0.0
801,Technical issue,Low,Open,Email,Display issue,Other,30,0.0
802,Technical issue,Critical,Pending Customer Response,Email,Software bug,Other,30,0.0
803,Product inquiry,Medium,Pending Customer Response,Chat,Refund request,UK,30,0.0
804,Product inquiry,Critical,Open,Social media,Refund request,UK,30,0.0
805,Billing inquiry,Medium,Pending Customer Response,Email,Product compatibility,Other,30,0.0
806,Billing inquiry,Low,Open,Email,Battery life,Japan,30,0.0
807,Technical issue,High,Closed,Email,Peripheral compatibility,Germany,30,2.0
808,Refund request,Medium,Pending Customer Response,Email,Peripheral compatibility,Germany,30,0.0
809,Technical issue,Low,Pending Customer Response,Email,Hardware issue,Other,30,0.0
810,Refund request,Medium,Closed,Social media,Product setup,USA,30,4.0
811,Cancellation request,Medium,Pending Customer Response,Email,Peripheral compatibility,Germany,30,0.0
812,Billing inquiry,High,Open,Phone,Payment issue,UK,30,0.0
813,Refund request,Medium,Open,Email,Account access,UK,30,0.0
814,Technical issue,Low,Open,Email,Product recommendation,Other,30,0.0
815,Refund request,Critical,Open,Phone,Refund request,UK,30,0.0
816,Product inquiry,Low,Closed,Social media,Hardware issue,Other,30,4.0
817,Cancellation request,Medium,Open,Social media,Network problem,India,30,0.0
818,Cancellation request,Low,Pending Customer Response,Phone,Data loss,Germany,30,0.0
819,Refund request,High,Closed,Phone,Product recommendation,Other,30,3.0
820,Cancellation request,Medium,Open,Chat,Data loss,Germany,30,0.0
821,Product inquiry,Critical,Open,Chat,Cancellation request,Other,30,0.0
822,Cancellation request,Critical,Closed,Social media,Hardware issue,Other,30,3.0
823,Billing inquiry,Medium,Pending Customer Response,Phone,Product recommendation,Other,30,0.0
824,Technical issue,Medium,Open,Email,Peripheral compatibility,Germany,30,0.0
825,Billing inquiry,Low,Pending Customer Response,Email,Data loss,Germany,30,0.0
826,Technical issue,Medium,Open,Social media,Battery life,Japan,30,0.0
827,Refund request,Medium,Pending Customer Response,Chat,Delivery problem,Other,30,0.0
828,Product inquiry,Low,Closed,Email,Software bug,Other,30,4.0
829,Billing inquiry,High,Pending Customer Response,Chat,Data loss,Germany,30,0.0
830,Refund request,Critical,Pending Customer Response,Email,Cancellation request,Other,30,0.0
831,Billing inquiry,Critical,Pending Customer Response,Chat,Display issue,Other,30,0.0
832,Refund request,Low,Open,Chat,Software bug,Other,30,0.0
833,Technical issue,High,Open,Email,Cancellation request,Other,30,0.0
834,Cancellation request,Medium,Open,Phone,Peripheral compatibility,Germany,30,0.0
835,Refund request,Critical,Closed,Chat,Hardware issue,Other,30,4.0
836,Billing inquiry,Critical,Open,Social media,Peripheral compatibility,Germany,30,0.0
837,Cancellation request,Critical,Open,Email,Battery life,Japan,30,0.0
838,Billing inquiry,Critical,Pending Customer Response,Phone,Installation support,USA,30,0.0
839,Cancellation request,Medium,Closed,Phone,Network problem,India,30,3.0
840,Cancellation request,Medium,Open,Email,Data loss,Germany,30,0.0
841,Product inquiry,Critical,Closed,Phone,Product compatibility,Other,30,5.0
842,Cancellation request,Low,Open,Chat,Product recommendation,Other,30,0.0
843,Billing inquiry,Low,Pending Customer Response,Email,Hardware issue,Other,30,0.0
844,Product inquiry,High,Open,Email,Cancellation request,Other,30,0.0
845,Refund request,Low,Open,Phone,Payment issue,UK,30,0.0
846,Cancellation request,Low,Pending Customer Response,Social media,Network problem,India,30,0.0
847,Billing inquiry,High,Closed,Phone,Product compatibility,Other,30,4.0
848,Technical issue,Low,Pending Customer Response,Chat,Product recommendation,Other,30,0.0
849,Product inquiry,Medium,Pending Customer Response,Chat,Peripheral compatibility,Germany,30,0.0
850,Cancellation request,Critical,Open,Email,Refund request,UK,30,0.0
851,Refund request,Low,Closed,Email,Display issue,Other,30,1.0
852,Cancellation request,Low,Pending Customer Response,Email,Software bug,Other,30,0.0
853,Refund request,Medium,Closed,Email,Display issue,Other,30,5.0
854,Cancellation request,Medium,Pending Customer Response,Social media,Product compatibility,Other,30,0.0
855,Billing inquiry,High,Closed,Social media,Battery life,Japan,30,3.0
856,Billing inquiry,High,Closed,Social media,Installation support,USA,30,2.0
857,Billing inquiry,High,Pending Customer Response,Phone,Display issue,Other,30,0.0
858,Product inquiry,Medium,Closed,Phone,Payment issue,UK,30,5.0
859,Product inquiry,Critical,Open,Social media,Product setup,USA,30,0.0
860,Cancellation request,Medium,Pending Customer Response,Email,Hardware issue,Other,30,0.0
861,Billing inquiry,High,Pending Customer Response,Chat,Data loss,Germany,30,0.0
862,Refund request,Medium,Closed,Social media,Display issue,Other,30,3.0
863,Refund request,Low,Closed,Email,Account access,UK,30,2.0
864,Technical issue,Medium,Closed,Chat,Product compatibility,Other,30,1.0
865,Billing inquiry,High,Open,Phone,Delivery problem,Other,30,0.0
866,Cancellation request,High,Closed,Phone,Refund request,UK,30,5.0
867,Refund request,Critical,Closed,Chat,Hardware issue,Other,30,3.0
868,Product inquiry,Low,Pending Customer Response,Social media,Data loss,Germany,30,0.0
869,Cancellation request,Critical,Pending Customer Response,Phone,Product compatibility,Other,30,0.0
870,Refund request,Low,Pending Customer Response,Chat,Software bug,Other,30,0.0
871,Technical issue,Critical,Open,Email,Refund request,UK,30,0.0
872,Billing inquiry,Low,Pending Customer Response,Email,Cancellation request,Other,30,0.0
873,Technical issue,Low,Pending Customer Response,Phone,Peripheral compatibility,Germany,30,0.0
874,Technical issue,Medium,Pending Customer Response,Email,Refund request,UK,30,0.0
875,Product inquiry,High,Open,Chat,Refund request,UK,30,0.0
876,Cancellation request,Medium,Closed,Phone,Product recommendation,Other,30,3.0
877,Technical issue,High,Closed,Phone,Payment issue,UK,30,5.0
878,Technical issue,Medium,Pending Customer Response,Social media,Product recommendation,Other,30,0.0
879,Billing inquiry,Critical,Open,Email,Delivery problem,Other,30,0.0
880,Cancellation request,Medium,Pending Customer Response,Social media,Data loss,Germany,30,0.0
881,Billing inquiry,High,Closed,Chat,Data loss,Germany,30,2.0
882,Refund request,Low,Pending Customer Response,Social media,Product compatibility,Other,30,0.0
883,Refund request,Low,Pending Customer Response,Email,Hardware issue,Other,30,0.0
884,Product inquiry,Critical,Closed,Email,Product recommendation,Other,30,4.0
885,Technical issue,Low,Open,Phone,Battery life,Japan,30,0.0
886,Refund request,Low,Pending Customer Response,Phone,Cancellation request,Other,30,0.0
887,Refund request,Medium,Open,Email,Product setup,USA,30,0.0
888,Billing inquiry,Critical,Closed,Phone,Peripheral compatibility,Germany,30,5.0
889,Technical issue,Medium,Open,Chat,Refund request,UK,30,0.0
890,Technical issue,Low,Closed,Social media,Product setup,USA,30,2.0
891,Cancellation request,Critical,Open,Social media,Cancellation request,Other,30,0.0
892,Billing inquiry,Low,Open,Phone,Battery life,Japan,30,0.0
893,Technical issue,Medium,Closed,Phone,Software bug,Other,30,4.0
894,Refund request,Low,Open,Social media,Account access,UK,30,0.0
895,Refund request,Critical,Closed,Phone,Product setup,USA,30,2.0
896,Billing inquiry,Low,Closed,Social media,Cancellation request,Other,30,5.0
897,Cancellation request,High,Closed,Chat,Data loss,Germany,30,5.0
898,Technical issue,Low,Closed,Phone,Network problem,India,30,4.0
899,Refund request,Critical,Open,Chat,Product recommendation,Other,30,0.0
900,Billing inquiry,Medium,Pending Customer Response,Social media,Display issue,Other,30,0.0
901,Technical issue,High,Open,Phone,Display issue,Other,30,0.0
902,Cancellation request,Low,Open,Chat,Hardware issue,Other,30,0.0
903,Cancellation request,Low,Pending Customer Response,Chat,Hardware issue,Other,30,0.0
904,Billing inquiry,Critical,Closed,Chat,Account access,UK,30,3.0
905,Billing inquiry,High,Open,Phone,Account access,UK,30,0.0
906,Technical issue,Critical,Pending Customer Response,Email,Refund request,UK,30,0.0
907,Technical issue,High,Open,Social media,Payment issue,UK,30,0.0
908,Cancellation request,Critical,Closed,Phone,Hardware issue,Other,30,2.0
909,Cancellation request,Low,Pending Customer Response,Email,Payment issue,UK,30,0.0
910,Cancellation request,High,Open,Social media,Payment issue,UK,30,0.0
911,Product inquiry,High,Open,Chat,Hardware issue,Other,30,0.0
912,Refund request,Critical,Closed,Social media,Network problem,India,30,2.0
913,Refund request,Critical,Open,Chat,Cancellation request,Other,30,0.0
914,Product inquiry,High,Closed,Social media,Battery life,Japan,30,4.0
915,Refund request,Critical,Pending Customer Response,Chat,Product recommendation,Other,30,0.0
916,Cancellation request,Critical,Pending Customer Response,Phone,Display issue,Other,30,0.0
917,Technical issue,Critical,Pending Customer Response,Email,Product compatibility,Other,30,0.0
918,Cancellation request,Medium,Closed,Chat,Display issue,Other,30,2.0
919,Cancellation request,Critical,Open,Chat,Product compatibility,Other,30,0.0
920,Technical issue,High,Closed,Email,Peripheral compatibility,Germany,30,4.0
921,Cancellation request,Low,Open,Email,Hardware issue,Other,30,0.0
922,Technical issue,Low,Pending Customer Response,Email,Product setup,USA,30,0.0
923,Product inquiry,High,Closed,Social media,Delivery problem,Other,30,3.0
924,Refund request,Critical,Open,Phone,Network problem,India,30,0.0
925,Technical issue,Medium,Pending Customer Response,Social media,Cancellation request,Other,30,0.0
926,Refund request,Critical,Open,Social media,Product compatibility,Other,30,0.0
927,Billing inquiry,High,Closed,Chat,Payment issue,UK,30,4.0
928,Product inquiry,Medium,Pending Customer Response,Phone,Account access,UK,30,0.0
929,Cancellation request,High,Pending Customer Response,Chat,Product compatibility,Other,30,0.0
930,Billing inquiry,Critical,Closed,Phone,Hardware issue,Other,30,1.0
931,Refund request,Critical,Pending Customer Response,Social media,Refund request,UK,30,0.0
932,Cancellation request,Critical,Open,Phone,Network problem,India,30,0.0
933,Technical issue,High,Open,Phone,Peripheral compatibility,Germany,30,0.0
934,Technical issue,Medium,Closed,Phone,Hardware issue,Other,30,1.0
935,Technical issue,Critical,Pending Customer Response,Phone,Network problem,India,30,0.0
936,Cancellation request,Critical,Open,Social media,Network problem,India,30,0.0
937,Billing inquiry,Medium,Pending Customer Response,Social media,Peripheral compatibility,Germany,30,0.0
938,Product inquiry,High,Closed,Phone,Product compatibility,Other,30,5.0
939,Technical issue,Critical,Closed,Social media,Peripheral compatibility,Germany,30,3.0
940,Cancellation request,Medium,Closed,Chat,Delivery problem,Other,30,2.0
941,Technical issue,Medium,Open,Chat,Software bug,Other,30,0.0
942,Product inquiry,Critical,Pending Customer Response,Email,Delivery problem,Other,30,0.0
943,Technical issue,High,Open,Social media,Product compatibility,Other,30,0.0
944,Technical issue,Medium,Pending Customer Response,Social media,Delivery problem,Other,30,0.0
945,Cancellation request,Low,Closed,Email,Account access,UK,30,5.0
946,Technical issue,Critical,Open,Chat,Installation support,USA,30,0.0
947,Billing inquiry,High,Pending Customer Response,Chat,Account access,UK,30,0.0
948,Cancellation request,Critical,Pending Customer Response,Email,Payment issue,UK,30,0.0
949,Cancellation request,Low,Open,Email,Software bug,Other,30,0.0
950,Technical issue,Medium,Closed,Email,Payment issue,UK,30,4.0
951,Cancellation request,Medium,Closed,Chat,Network problem,India,30,3.0
952,Technical issue,Critical,Open,Chat,Product compatibility,Other,30,0.0
953,Cancellation request,Low,Open,Chat,Installation support,USA,30,0.0
954,Product inquiry,Medium,Closed,Phone,Display issue,Other,30,5.0
955,Cancellation request,Low,Closed,Chat,Product recommendation,Other,30,3.0
956,Cancellation request,Critical,Closed,Phone,Hardware issue,Other,30,5.0
957,Product inquiry,Medium,Closed,Social media,Network problem,India,30,1.0
958,Cancellation request,High,Open,Social media,Delivery problem,Other,30,0.0
959,Technical issue,Critical,Open,Chat,Software bug,Other,30,0.0
960,Product inquiry,Medium,Closed,Email,Battery life,Japan,30,1.0
961,Refund request,High,Pending Customer Response,Phone,Installation support,USA,30,0.0
962,Refund request,High,Pending Customer Response,Phone,Battery life,Japan,30,0.0
963,Product inquiry,Critical,Pending Customer Response,Email,Product recommendation,Other,30,0.0
964,Cancellation request,Low,Closed,Email,Hardware issue,Other,30,5.0
965,Billing inquiry,High,Closed,Chat,Battery life,Japan,30,5.0
966,Product inquiry,Critical,Pending Customer Response,Phone,Hardware issue,Other,30,0.0
967,Billing inquiry,Medium,Open,Chat,Account access,UK,30,0.0
968,Cancellation request,Critical,Pending Customer Response,Email,Product setup,USA,30,0.0
969,Product inquiry,Critical,Open,Email,Refund request,UK,30,0.0
970,Cancellation request,Critical,Open,Social media,Network problem,India,30,0.0
971,Technical issue,High,Open,Chat,Hardware issue,Other,30,0.0
972,Product inquiry,High,Pending Customer Response,Social media,Peripheral compatibility,Germany,30,0.0
973,Billing inquiry,Critical,Pending Customer Response,Email,Peripheral compatibility,Germany,30,0.0
974,Billing inquiry,Low,Closed,Social media,Payment issue,UK,30,3.0
975,Cancellation request,Low,Pending Customer Response,Social media,Delivery problem,Other,30,0.0
976,Billing inquiry,High,Open,Chat,Data loss,Germany,30,0.0
977,Cancellation request,Critical,Pending Customer Response,Email,Network problem,India,30,0.0
978,Refund request,Medium,Open,Email,Delivery problem,Other,30,0.0
979,Cancellation request,High,Open,Chat,Battery life,Japan,30,0.0
980,Cancellation request,Medium,Open,Social media,Network problem,India,30,0.0
981,Technical issue,Medium,Closed,Email,Delivery problem,Other,30,3.0
982,Technical issue,Medium,Pending Customer Response,Email,Display issue,Other,30,0.0
983,Billing inquiry,Medium,Open,Phone,Battery life,Japan,30,0.0
984,Billing inquiry,Critical,Open,Social media,Software bug,Other,30,0.0
985,Cancellation request,Critical,Open,Email,Software bug,Other,30,0.0
986,Cancellation request,Low,Open,Phone,Product recommendation,Other,30,0.0
987,Technical issue,Critical,Closed,Social media,Product compatibility,Other,30,4.0
988,Product inquiry,Critical,Pending Customer Response,Social media,Refund request,UK,30,0.0
989,Billing inquiry,Medium,Open,Phone,Software bug,Other,30,0.0
990,Cancellation request,Low,Open,Chat,Software bug,Other,30,0.0
991,Cancellation request,Medium,Open,Email,Payment issue,UK,30,0.0
992,Product inquiry,Critical,Pending Customer Response,Phone,Account access,UK,30,0.0
993,Billing inquiry,Medium,Pending Customer Response,Chat,Installation support,USA,30,0.0
994,Billing inquiry,Critical,Closed,Social media,Display issue,Other,30,1.0
995,Refund request,High,Open,Phone,Product setup,USA,30,0.0
996,Cancellation request,Critical,Open,Chat,Product compatibility,Other,30,0.0
997,Refund request,Medium,Pending Customer Response,Social media,Software bug,Other,30,0.0
998,Billing inquiry,Medium,Closed,Phone,Payment issue,UK,30,4.0
999,Cancellation request,Medium,Pending Customer Response,Phone,Installation support,USA,30,0.0
1000,Billing inquiry,High,Closed,Chat,Account access,UK,30,5.0
1001,Cancellation request,Critical,Open,Phone,Installation support,USA,30,0.0
1002,Billing inquiry,Critical,Open,Social media,Product compatibility,Other,30,0.0
1003,Cancellation request,Medium,Open,Social media,Data loss,Germany,30,0.0
1004,Refund request,High,Open,Phone,Account access,UK,30,0.0
1005,Refund request,Medium,Closed,Chat,Refund request,UK,30,3.0
1006,Technical issue,Critical,Pending Customer Response,Email,Network problem,India,30,0.0
1007,Billing inquiry,Critical,Closed,Email,Network problem,India,30,4.0
1008,Billing inquiry,Medium,Open,Email,Installation support,USA,30,0.0
1009,Refund request,Medium,Closed,Social media,Refund request,UK,30,3.0
1010,Billing inquiry,High,Closed,Social media,Product compatibility,Other,30,2.0
1011,Refund request,Low,Closed,Chat,Installation support,USA,30,5.0
1012,Refund request,Low,Pending Customer Response,Social media,Network problem,India,30,0.0
1013,Refund request,High,Closed,Email,Payment issue,UK,30,4.0
1014,Refund request,High,Pending Customer Response,Phone,Refund request,UK,30,0.0
1015,Product inquiry,Critical,Pending Customer Response,Email,Refund request,UK,30,0.0
1016,Product inquiry,Critical,Closed,Phone,Account access,UK,30,1.0
1017,Cancellation request,Low,Pending Customer Response,Social media,Hardware issue,Other,30,0.0
1018,Cancellation request,Medium,Closed,Chat,Refund request,UK,30,2.0
1019,Refund request,Low,Pending Customer Response,Social media,Software bug,Other,30,0.0
1020,Cancellation request,Critical,Closed,Phone,Hardware issue,Other,30,2.0
1021,Cancellation request,Critical,Pending Customer Response,Social media,Display issue,Other,30,0.0
1022,Product inquiry,Critical,Closed,Phone,Network problem,India,30,5.0
1023,Cancellation request,High,Pending Customer Response,Email,Hardware issue,Other,30,0.0
1024,Technical issue,Medium,Open,Social media,Software bug,Other,30,0.0
